Titulo,Codigo Postal,Precio,Recamaras,Banos,Estacionamientos,NoPisos,Edad,Area Terreno,Area Construida,Tamaño Jardin
 Colonia Balcones Del 4,44984,2392000.0,4.0,3.0,0.0,100.0,210.0,,,
 Colonia Lomas de Independencia,44240,507100.0,3.0,2.0,2.0,2.0,0.0,100.0,120.0,
 Guadalajara,44820,3300000.0,3.0,1.0,0.0,102.0,420.0,,,
 Colonia Vallarta Poniente,44110,16500000.0,6.0,5.0,3.0,47.0,444.0,650.0,,
 Guadalajara,44660,2081000.0,2.0,1.0,0.0,81.0,81.0,,,
 Colonia Americana,44160,17800000.0,5.0,5.0,5.0,2.0,50.0,566.0,466.0,
 Colonia Jardines del Nilo Sur,44860,1922200.0,3.0,2.0,1.0,0.0,125.0,125.0,,
 Colonia Joaquín Aarón,44768,725800.0,3.0,2.0,1.0,2.0,8.0,132.0,132.0,
 Colonia Santa Teresita,44600,4999999.0,4.0,2.0,1.0,0.0,236.0,280.0,,
 Colonia Oblatos,44700,2450000.0,2.0,1.0,1.0,50.0,198.0,134.0,,
 Colonia Providencia 2a Secc,44630,13150000.0,16.0,5.0,3.0,35.0,292.0,500.0,,
 Colonia Joaquín Aarón,44768,725800.0,3.0,2.0,1.0,2.0,0.0,132.0,132.0,
 Colonia Jardines del Nilo Sur,44860,1562863.0,3.0,2.0,2.0,1.0,0.0,100.0,120.0,
 Colonia Alcalde Barranquitas,44270,3632000.0,3.0,2.0,2.0,0.0,145.0,145.0,,
 Colonia Belisario Domínguez,44320,1900000.0,0.0,1.0,,,,,,
 Colonia Parques Del Nilo,44820,848872.0,3.0,2.0,1.0,0.0,87.0,90.0,,
 Colonia Rojas Ladrón de Guevara,44650,13000000.0,4.0,4.0,3.0,2.0,133.0,437.0,443.0,
 Colonia Joaquín Aarón,44768,2405000.0,3.0,2.0,2.0,2.0,18.0,120.0,164.0,
 Colonia Morelos,44910,2300000.0,5.0,3.0,1.0,2.0,20.0,200.0,200.0,
 Colonia Jardines Del Rosario,44890,15095360.0,0.0,122.0,157.0,,,,,
 Colonia El Mirador,44370,696000.0,3.0,1.0,1.0,1.0,0.0,120.0,90.0,
 Colonia Ferrocarril,44440,1686250.0,2.0,2.0,1.0,29.0,113.0,113.0,,
 Colonia Circunvalación Belisario,44330,2690000.0,3.0,2.0,1.0,3.0,0.0,90.0,183.0,
 Colonia Atlas,44870,1646100.0,0.0,271.0,349.0,,,,,
 Colonia San Rafael,44810,2608000.0,3.0,2.0,0.0,119.0,192.0,,,
 Colonia Alcalde Barranquitas,44270,4460960.0,0.0,320.0,264.0,,,,,
 Colonia Chapultepec Country,44620,3500000.0,3.0,1.0,1.0,1.0,50.0,141.0,138.0,
 Colonia Jardines del Country,44210,780000.0,4.0,3.0,2.0,2.0,124.0,300.0,300.0,
 Colonia Huentitán El Bajo,44250,2300000.0,3.0,3.0,2.0,2.0,0.0,105.0,160.0,
 Colonia Circunvalación Américas,44630,8500000.0,6.0,3.0,2.0,1.0,30.0,270.0,,
 Colonia Santa Elena Alcalde Poniente,44220,1980000.0,1.0,1.0,1.0,50.0,123.0,108.0,,
 Colonia Blanco y Cuellar 2da.,44730,1538000.0,3.0,1.0,1.0,2.0,0.0,95.0,120.0,1.0
 Colonia Colinas de Huentitán,44398,883123.0,2.0,1.0,1.0,2.0,0.0,52.0,68.0,1.0
 Colonia Alcalde Barranquitas,44270,38279360.0,0.0,320.0,264.0,,,,,
 Colonia Arcos,44130,3067620.0,3.0,2.0,0.0,145.0,145.0,,,
 Colonia Independencia Oriente,44340,584160.0,3.0,3.0,2.0,1.0,0.0,184.0,145.0,
 Colonia Jardines de Santa Isabel,44300,2190000.0,4.0,2.0,2.0,2.0,25.0,128.0,140.0,
 Colonia Joaquín Aarón,44768,1144026.0,3.0,1.0,1.0,1.0,12.0,122.0,200.0,6.0
 Colonia Europa,44810,3600000.0,6.0,3.0,1.0,2.0,0.0,213.0,292.0,
 Colonia Jardines de los Historiadores,44820,531250.0,2.0,1.0,1.0,1.0,0.0,120.0,95.0,
 Colonia Alcalde Barranquitas,44270,3700000.0,3.0,1.0,2.0,2.0,20.0,99.0,174.0,
 Colonia Vallarta Sur,44500,7700000.0,5.0,5.0,3.0,2.0,15.0,251.0,324.0,
 Colonia Lafayette,44150,14224400.0,5.0,5.0,2.0,3.0,0.0,400.0,580.0,
 Colonia Independencia INFONAVIT,44240,1237500.0,3.0,3.0,1.0,1.0,0.0,189.0,165.0,
 Colonia Artesanos,44200,3300000.0,5.0,1.0,2.0,0.0,136.0,170.0,,
 Colonia Santa Teresita,44600,5300000.0,3.0,1.0,1.0,1.0,40.0,200.0,189.0,
 Colonia López Portillo,44960,5970000.0,2.0,1.0,1.0,2.0,20.0,413.0,633.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,980000.0,3.0,3.0,1.0,1.0,0.0,154.0,186.0,
 Colonia Olímpica,44430,681333.0,3.0,2.0,2.0,2.0,25.0,150.0,130.0,
 Colonia Monumental,44320,510000.0,3.0,3.0,1.0,0.0,120.0,120.0,,
 Colonia Batallón de San Patricio,44300,2100000.0,3.0,2.0,0.0,102.0,102.0,,,
 Colonia Ampliación Lagos de Oriente,44790,530000.0,3.0,2.0,1.0,2.0,12.0,109.0,228.0,
 Colonia San Juan Bosco,44730,2521000.0,3.0,2.0,1.0,0.0,298.0,419.0,,
 Colonia San Eugenio,44724,2496000.0,3.0,3.0,1.0,2.0,17.0,121.0,183.0,
 Colonia Vicente Guerrero,44860,357000.0,3.0,2.0,1.0,2.0,0.0,100.0,160.0,
 Colonia Palacio de Gobierno Del Estado de Jalisco,44009,4000000.0,8.0,7.0,3.0,35.0,478.0,,,
 Colonia Jardines Del Sur,44950,870000.0,2.0,1.0,1.0,2.0,0.0,62.0,88.0,
 Colonia Heliodoro Hernández Loza 1a Secc,44720,2666000.0,3.0,1.0,1.0,2.0,17.0,140.0,185.0,
 Colonia Jardines del Country,44210,780000.0,4.0,3.0,2.0,2.0,0.0,300.0,350.0,
 Colonia Insurgentes 3a Secc,44820,6670200.0,6.0,5.0,1.0,2.0,0.0,320.0,504.0,
 Colonia Colinas de San Javier,44660,24990000.0,3.0,4.0,5.0,1.0,0.0,965.0,600.0,
 Colonia Esperanza,44300,510000.0,3.0,1.0,1.0,0.0,110.0,190.0,,
 Colonia El Rosario,44890,1460000.0,3.0,2.0,1.0,3.0,15.0,120.0,100.0,
 Colonia Oblatos,44700,980000.0,3.0,1.0,2.0,25.0,111.0,134.0,,
 Colonia San Marcos Oriente,44330,2480000.0,4.0,1.0,1.0,2.0,18.0,132.0,190.0,
 Colonia Alcalde Barranquitas,44270,4750000.0,4.0,4.0,2.0,2.0,0.0,168.0,303.0,
 Colonia San Juan Bosco,44730,490000.0,3.0,2.0,1.0,1.0,0.0,136.0,145.0,
 Colonia Alcalde Barranquitas,44270,4800000.0,3.0,2.0,3.0,1.0,0.0,203.0,350.0,10.0
 Colonia La Joya,44300,1019000.0,4.0,2.0,2.0,2.0,0.0,35.0,150.0,
 Colonia La Joya,44300,1019000.0,4.0,2.0,2.0,2.0,0.0,35.0,150.0,
 Colonia Santa Elena de La Cruz,44230,710000.0,3.0,3.0,1.0,1.0,0.0,139.0,150.0,
 Colonia Huentitán El Bajo,44250,490000.0,3.0,2.0,1.0,2.0,0.0,130.0,110.0,
 Colonia Colinas de San Javier,44660,49990000.0,4.0,5.0,6.0,1.0,0.0,1000.0,680.0,
 Colonia Guadalajara Oriente,44700,2064000.0,3.0,3.0,0.0,182.0,230.0,,,
 Colonia Guadalupana Sur,44220,900000.0,3.0,2.0,1.0,2.0,0.0,150.0,300.0,
 Colonia Independencia,44290,586000.0,3.0,2.0,2.0,2.0,0.0,180.0,210.0,
 Colonia Guadalajara Centro,44100,5400000.0,5.0,3.0,2.0,2.0,100.0,250.0,565.0,
 Colonia Rancho Nuevo 1ra. Sección,44240,,2.0,1.0,3.0,1.0,12.0,140.0,131.0,
 Colonia Arcos Vallarta,44130,7800000.0,12.0,16.0,0.0,244.0,286.0,,,
 Colonia Blanco y Cuellar 2da.,44730,650000.0,3.0,1.0,2.0,2.0,1.0,160.0,300.0,10.0
 Guadalajara,44298,6500000.0,4.0,4.0,3.0,0.0,250.0,302.0,,
 Colonia Italia Providencia,44648,7500000.0,4.0,3.0,1.0,2.0,30.0,175.0,291.0,
 Colonia Real de Huentitán,44390,1198000.0,2.0,2.0,2.0,0.0,100.0,100.0,,
 Colonia Arcos Vallarta,44130,4990000.0,2.0,2.0,2.0,1.0,0.0,133.0,133.0,
 Colonia Antigua Penal de Oblatos,44730,1590000.0,2.0,1.0,2.0,45.0,81.0,105.0,,
 Colonia Echeverría 3a. Sección,44970,1500000.0,3.0,2.0,43.0,123.0,173.0,,,
 Colonia Florencia,44824,600000.0,3.0,2.0,2.0,2.0,0.0,120.0,240.0,
 Colonia El Dean,44440,369250.0,2.0,2.0,1.0,0.0,75.0,90.0,,
 Colonia Atlas,44870,550000.0,3.0,2.0,1.0,1.0,0.0,80.0,140.0,
 Colonia Reforma,44890,6595000.0,1.0,1.0,1.0,2.0,6.0,522.0,618.0,
 Colonia Huentitán El Bajo,44250,5000000.0,9.0,5.0,2.0,2.0,18.0,283.0,583.0,
 Colonia Ladrón de Guevara,44600,13500000.0,10.0,5.0,4.0,3.0,40.0,271.0,616.0,
 Colonia Parques Del Nilo,44820,2277890.0,3.0,2.0,2.0,1.0,0.0,140.0,215.0,
 Colonia Jardines del Country,44210,1316000.0,3.0,2.0,1.0,0.0,196.0,196.0,,
 Colonia Lomas Independencia,44350,1904000.0,3.0,2.0,2.0,0.0,190.0,190.0,,
 Colonia Universitaria,44840,3300000.0,3.0,1.0,3.0,1.0,40.0,500.0,,
 Colonia Jardines del Bosque Norte,44520,7700000.0,4.0,2.0,1.0,60.0,234.0,,,
 Colonia Jardines de La Paz,44860,3750000.0,6.0,2.0,1.0,2.0,30.0,122.0,198.0,
 Colonia Santa Elena de La Cruz,44230,3750000.0,6.0,3.0,1.0,2.0,40.0,245.0,365.0,
 Colonia Santa Teresita,44600,3027082.0,2.0,0.0,,,,,,
 Colonia Guadalajara Centro,44100,4200000.0,3.0,2.0,1.0,1.0,18.0,220.0,180.0,
 Colonia Rinconada de La Victoria,44538,680000.0,5.0,3.0,4.0,1.0,0.0,330.0,550.0,
 Colonia Lomas del Paraíso 2a. Sección,44250,1700000.0,3.0,2.0,2.0,0.0,,,,
 Colonia Jardines de los Historiadores,44820,4399950.0,3.0,3.0,2.0,4.0,1.0,90.0,120.0,
 Colonia San Andrés Gigantes,44810,3000000.0,2.0,2.0,10.0,0.0,265.0,100.0,,
 Colonia Bosques de La Victoria,44540,969880.0,4.0,3.0,2.0,2.0,0.0,280.0,360.0,
 Colonia Campo de Polo Chapalita,44500,1456642.0,3.0,2.0,2.0,2.0,0.0,185.0,220.0,
 Colonia San Rafael,44810,3300000.0,6.0,3.0,4.0,3.0,15.0,280.0,267.0,
 Colonia Atlas,44870,498000.0,3.0,2.0,2.0,0.0,100.0,110.0,,
 Colonia Huentitán El Alto,44390,1650000.0,4.0,2.0,2.0,0.0,96.0,126.0,,
 Colonia Parques Del Nilo,44820,2842850.0,4.0,3.0,2.0,1.0,0.0,130.0,230.0,
 Colonia Popular Hornos,44825,390000.0,3.0,1.0,2.0,1.0,14.0,120.0,81.0,
 Colonia San José Río Verde 1a. Sección,44726,497500.0,2.0,1.0,1.0,0.0,90.0,90.0,,
 Colonia Olímpica,44430,780000.0,3.0,2.0,2.0,1.0,0.0,120.0,115.0,
 Colonia El Dean,44440,1980000.0,2.0,2.0,1.0,2.0,0.0,52.0,104.0,
 Colonia Tetlán II,44820,1487000.0,3.0,1.0,1.0,1.0,30.0,133.0,116.0,
 Colonia Bosques de La Victoria,44540,5345000.0,3.0,2.0,1.0,0.0,330.0,560.0,,
 Colonia Blanco y Cuellar 2da.,44730,1508810.0,3.0,2.0,2.0,0.0,80.0,80.0,,
 Colonia Bethel,44720,4500000.0,2.0,1.0,1.0,1.0,40.0,511.0,,
 Colonia Los Arrayanes,44766,605000.0,3.0,3.0,1.0,0.0,115.0,115.0,,
 Colonia Echeverría 3a. Sección,44970,3200000.0,4.0,3.0,2.0,2.0,20.0,114.0,229.0,
 Colonia Bethel,44720,3190000.0,4.0,2.0,1.0,14.0,284.0,208.0,,
 Colonia Jardines de Atemajac,44227,2100000.0,3.0,1.0,1.0,2.0,20.0,84.0,93.0,
 Colonia Los Arrayanes,44766,1005400.0,2.0,1.0,1.0,2.0,10.0,90.0,120.0,5.0
 Colonia Atlas,44870,1800000.0,3.0,2.0,2.0,0.0,130.0,130.0,,
 Colonia El Rosario,44890,2800000.0,4.0,3.0,1.0,0.0,150.0,140.0,,
 Colonia Jardines de San José,44950,471000.0,3.0,3.0,2.0,2.0,7.0,130.0,,
 Colonia Lomas de Polanco,44960,2900000.0,4.0,5.0,2.0,3.0,8.0,156.0,333.0,
 Colonia Del Sur,44920,1800000.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
 Colonia Villas Del Nilo,44824,5700000.0,4.0,4.0,2.0,1.0,19.0,309.0,,
 Colonia Guadalupana Sur,44220,1013324.0,3.0,2.0,0.0,110.0,110.0,,,
 Colonia El Mirador,44370,935000.0,2.0,1.0,1.0,2.0,0.0,140.0,140.0,
 Colonia Ferrocarril,44440,2250000.0,6.0,2.0,1.0,1.0,286.0,,,
 Colonia Parques Del Nilo,44820,600000.0,3.0,3.0,2.0,2.0,124.0,240.0,120.0,
 Colonia Tetlán,44820,9200000.0,9.0,8.0,1.0,0.0,1800.0,1818.0,,
 Colonia Jardines del Bosque Centro,44520,11500000.0,4.0,1.0,4.0,1.0,40.0,550.0,400.0,
 Colonia Atlas,44870,,3.0,2.0,2.0,0.0,130.0,130.0,,
 Colonia El Mirador,44370,1244900.0,3.0,2.0,1.0,0.0,90.0,90.0,,
 Colonia Batallón de San Patricio,44300,771000.0,3.0,2.0,2.0,2.0,0.0,90.0,130.0,
 Guadalajara,44180,6200000.0,5.0,3.0,2.0,0.0,242.0,311.0,,
 Colonia Belisario Domínguez,44320,2500000.0,3.0,2.0,1.0,1.0,60.0,150.0,,
 Colonia Santa Cecilia 1a. sección,44700,2000000.0,4.0,2.0,1.0,20.0,400.0,,,
 Colonia Jardines de San José,44950,2666246.0,3.0,2.0,3.0,2.0,0.0,130.0,195.0,30.0
 Colonia Guadalajara Oriente,44700,2500000.0,5.0,2.0,1.0,41.0,119.0,,,
 Colonia Batallón de San Patricio,44300,670000.0,3.0,2.0,1.0,2.0,12.0,181.0,350.0,
 Colonia Jardines de La Paz,44860,3800000.0,5.0,3.0,1.0,1.0,40.0,400.0,,
 Colonia Huentitán El Bajo,44250,550000.0,2.0,2.0,1.0,2.0,8.0,80.0,80.0,
 Colonia Lomas Del Paradero,44840,2755000.0,9.0,6.0,1.0,2.0,0.0,174.0,300.0,
 Colonia Miraflores,44270,5800000.0,4.0,3.0,2.0,1.0,1.0,199.0,185.0,
 Colonia Villaseñor,44600,4000000.0,8.0,5.0,1.0,60.0,250.0,,,
 Colonia Guadalajara Centro,44100,1300000.0,4.0,1.0,1.0,45.0,146.0,180.0,,
 Colonia Huentitán El Alto,44390,2000000.0,4.0,2.0,2.0,20.0,104.0,,,
 Colonia Echeverría 3a. Sección,44970,520324.0,3.0,3.0,2.0,1.0,0.0,287.0,306.0,
 Colonia Francisco Villa,44970,1800000.0,3.0,1.0,2.0,1.0,15.0,100.0,,
 Colonia Mezquitan Country,44260,3400000.0,3.0,2.0,40.0,168.0,,,,
 Colonia Jardines de San José,44950,3500000.0,5.0,2.0,1.0,2.0,40.0,126.0,,
 Colonia Ampliación Talpita,44719,2500000.0,3.0,2.0,1.0,2.0,0.0,103.0,,
 Colonia Postes Cuates (Federalismo),44350,1900000.0,3.0,3.0,1.0,2.0,0.0,300.0,304.0,
 Guadalajara,44630,16300000.0,5.0,2.0,4.0,0.0,660.0,394.0,,
 Colonia Oblatos,44700,2000000.0,2.0,1.0,60.0,120.0,,,,
 Colonia Lomas del Paraíso 2a. Sección,44250,1484000.0,3.0,2.0,1.0,0.0,130.0,130.0,,
 Colonia Lomas del Paraíso 2a. Sección,44250,,3.0,2.0,1.0,0.0,130.0,130.0,,
 Colonia Panorámica Huentitán,44259,2300000.0,3.0,3.0,2.0,2.0,1.0,330.0,280.0,
 Colonia Alcalde Barranquitas,44270,1800000.0,3.0,1.0,1.0,1.0,18.0,83.0,73.0,
 Colonia Barrio Mezquitan,44260,2870645.0,2.0,2.0,0.0,85.0,85.0,,,
 Colonia Jardines Del Sur,44950,612000.0,3.0,2.0,1.0,1.0,14.0,120.0,,
 Colonia Jardines Alcalde,44298,570000.0,4.0,3.0,3.0,2.0,0.0,205.0,258.0,
 Colonia Huentitán El Bajo,44250,550000.0,2.0,2.0,1.0,2.0,9.0,80.0,80.0,
 Colonia Vicente Guerrero,44860,4200000.0,3.0,2.0,2.0,1.0,150.0,,,
 Colonia Belisario Domínguez,44320,1790000.0,3.0,2.0,2.0,35.0,125.0,125.0,,
 Colonia Italia Providencia,44648,7450000.0,4.0,3.0,3.0,2.0,25.0,108.0,301.0,
 Colonia Independencia,44290,366250.0,3.0,2.0,1.0,0.0,150.0,230.0,,
 Colonia Balcones de La Joya,44390,784500.0,3.0,2.0,1.0,2.0,25.0,110.0,130.0,
 Colonia El Sauz INFONAVIT,44987,1428000.0,3.0,1.0,0.0,69.0,86.0,,,
 Colonia Lomas de Polanco,44960,1000000.0,3.0,2.0,1.0,1.0,12.0,150.0,150.0,
 Colonia Villas de Guadalupe,44720,743000.0,3.0,1.0,1.0,2.0,0.0,95.0,95.0,
 Colonia Lomas de Polanco,44960,1790000.0,2.0,2.0,1.0,2.0,0.0,70.0,70.0,
 Colonia Miravalle,44990,380000.0,3.0,2.0,2.0,2.0,13.0,82.0,140.0,
 Colonia La Federacha,44300,3150000.0,3.0,2.0,1.0,1.0,0.0,154.0,275.0,
 Colonia Americana,44160,8500000.0,4.0,1.0,1.0,1.0,60.0,295.0,267.0,
 Colonia Del Fresno 1a. Sección,44900,1631540.0,4.0,3.0,2.0,2.0,0.0,147.0,150.0,
 Colonia Lomas de Independencia,44240,2600000.0,3.0,3.0,2.0,5.0,90.0,,,
 Colonia Santa Elena de La Cruz,44230,1594000.0,2.0,2.0,1.0,0.0,90.0,90.0,,
 Colonia Jardines del Country,44210,6900000.0,4.0,3.0,2.0,2.0,1.0,255.0,300.0,20.0
 Colonia Jardines del Country,44210,1316389.0,3.0,1.0,1.0,2.0,0.0,196.0,196.0,
 Colonia Providencia 2a Secc,44630,12500000.0,5.0,4.0,4.0,54.0,308.0,454.0,,
 Colonia Santa Elena de La Cruz,44230,,2.0,2.0,1.0,0.0,90.0,90.0,,
 Colonia La Federacha,44300,2399500.0,4.0,4.0,2.0,0.0,115.0,150.0,,
 Colonia Jardines Alcalde,44298,5000000.0,5.0,2.0,3.0,1.0,40.0,280.0,,
 Colonia Guadalupana Sur,44220,639000.0,2.0,2.0,1.0,2.0,15.0,84.0,150.0,
 Colonia Santa Teresita,44600,4500000.0,3.0,3.0,4.0,1.0,31.0,292.0,258.0,
 Colonia Providencia Sur,44658,8000000.0,3.0,3.0,1.0,50.0,232.0,,,
 Colonia Providencia 2a Secc,44630,6400000.0,4.0,2.0,2.0,2.0,25.0,270.0,290.0,
 Colonia Colomos Providencia,44660,24000000.0,5.0,4.0,3.0,35.0,470.0,,,
 Colonia Joaquín Aarón,44768,1154454.0,3.0,2.0,1.0,2.0,24.0,120.0,190.0,
 Colonia Monumental,44320,2236065.0,4.0,3.0,2.0,0.0,160.0,160.0,,
 Colonia Rancho Nuevo 1ra. Sección,44240,2200000.0,3.0,2.0,1.0,2.0,15.0,84.0,168.0,
 Colonia Morelos,44910,1500000.0,6.0,2.0,2.0,30.0,132.0,120.0,,
 Colonia Zona Industrial,44940,510000.0,2.0,1.0,1.0,2.0,10.0,103.0,103.0,
 Colonia Huentitán El Bajo,44250,667000.0,3.0,1.0,1.0,2.0,15.0,80.0,80.0,
 Colonia Antigua Penal de Oblatos,44730,1530049.0,3.0,2.0,2.0,0.0,120.0,95.0,,
 Colonia Esperanza,44300,1500000.0,6.0,2.0,2.0,40.0,104.0,182.0,,
 Colonia Echeverría 3a. Sección,44970,2450000.0,3.0,1.0,1.0,2.0,0.0,130.0,120.0,
 Colonia Independencia,44290,480000.0,4.0,3.0,2.0,1.0,15.0,180.0,180.0,
 Colonia Rincón de Agua Azul,44467,1322000.0,2.0,2.0,1.0,0.0,115.0,115.0,,
 Colonia Talpita Poniente,44719,3500000.0,3.0,3.0,1.0,2.0,60.0,245.0,410.0,
 Colonia Rinconada Santa Rita,44690,6000000.0,4.0,2.0,1.0,60.0,200.0,,,
 Colonia Americana,44160,10990000.0,1.0,1.0,1.0,1.0,20.0,582.0,582.0,
 Colonia Santa Teresita,44600,1065434.0,2.0,1.0,0.0,,,,,
 Colonia Panorámica Huentitán,44259,1347298.0,2.0,1.0,0.0,,,,,
 Colonia Residencial San Elias,44240,1066770.0,2.0,1.0,1.0,0.0,100.0,100.0,,
 Colonia Lafayette,44150,30000000.0,8.0,4.0,4.0,11.0,555.0,,,
 Colonia Lomas Independencia,44350,1628422.0,2.0,1.0,1.0,0.0,90.0,90.0,,
 Colonia Rincón de Agua Azul,44467,,2.0,2.0,1.0,0.0,115.0,115.0,,
 Colonia Americana,44160,8573294.0,4.0,3.0,3.0,0.0,500.0,230.0,,
 Colonia Colinas de La Normal,44270,350000.0,4.0,2.0,2.0,2.0,0.0,212.0,425.0,40.0
 Colonia Arcos Vallarta,44130,13900000.0,4.0,3.0,6.0,63.0,390.0,291.0,,
 Colonia Arcos Vallarta,44130,10000000.0,3.0,3.0,20.0,600.0,,,,
 Colonia Bosques de La Victoria,44540,2500000.0,3.0,2.0,1.0,2.0,35.0,107.0,107.0,
 Colonia Guadalajara Oriente,44700,2500000.0,1.0,2.0,33.0,101.0,,,,
 Colonia Campo de Polo Chapalita,44500,13900000.0,6.0,6.0,4.0,2.0,1.0,375.0,490.0,
 Colonia Campo de Polo Chapalita,44500,2250000000.0,6.0,4.0,4.0,58.0,500.0,,,
 Colonia Bethel,44720,1500000.0,3.0,1.0,2.0,1.0,12.0,126.0,126.0,
 Colonia Revolución,44400,2800000.0,6.0,2.0,1.0,2.0,40.0,361.0,,
 Colonia San Antonio,44800,4200000.0,6.0,2.0,1.0,2.0,40.0,222.0,251.0,
 Colonia Bosques de La Victoria,44540,1007300.0,3.0,2.0,2.0,1.0,15.0,300.0,200.0,
 Colonia Guadalajara Oriente,44700,1400000.0,3.0,1.0,30.0,52.0,,,,
 Colonia Jardines de La Cruz 2a. Sección,44950,2693588.0,4.0,2.0,2.0,0.0,250.0,250.0,,
 Colonia Vicente Guerrero,44860,1800000.0,3.0,1.0,1.0,40.0,120.0,,,
 Colonia Huentitán El Bajo,44250,667000.0,2.0,2.0,1.0,2.0,16.0,80.0,80.0,
 Colonia Altavista de Guadalajara,44399,4137655.0,3.0,2.0,1.0,0.0,211.0,,,
 Colonia Santa María,44350,1200000.0,3.0,1.0,60.0,176.0,,,,
 Colonia Providencia Sur,44658,8000000.0,3.0,3.0,1.0,50.0,232.0,,,
 Colonia Colinas de San Javier,44660,887990.0,5.0,4.0,5.0,1.0,0.0,2400.0,945.0,
 Colonia Altavista de Guadalajara,44399,3239275.0,3.0,2.0,1.0,0.0,168.0,,,
 Colonia Arcos Vallarta,44130,7200000.0,3.0,3.0,2.0,2.0,40.0,350.0,255.0,
 Colonia Providencia Sur,44658,8000000.0,3.0,3.0,1.0,50.0,232.0,,,
 Colonia Jardines del Country,44210,603092.0,3.0,2.0,2.0,2.0,10.0,146.0,200.0,
 Colonia San Andrés,44810,2390000.0,3.0,2.0,1.0,1.0,40.0,140.0,125.0,
 Colonia Bosques de La Victoria,44540,550000.0,3.0,3.0,2.0,2.0,19.0,160.0,180.0,
 Colonia Jardines del Bosque Centro,44520,6300000.0,7.0,3.0,1.0,35.0,380.0,,,
 Colonia Guadalajara Centro,44100,9490000.0,10.0,4.0,2.0,0.0,568.0,568.0,100.0,
 Colonia Jesús Garcia,44656,10200000.0,5.0,3.0,2.0,40.0,351.0,,,
 Colonia Huentitán El Bajo,44250,480000.0,2.0,2.0,1.0,1.0,0.0,53.0,90.0,
 Colonia Olímpica,44430,3450000.0,5.0,3.0,3.0,2.0,50.0,230.0,242.0,
 Colonia Batallón de San Patricio,44300,640000.0,1.0,1.0,1.0,1.0,10.0,107.0,200.0,
 Colonia Jardines de La Paz Norte,44860,3892000.0,3.0,2.0,2.0,0.0,115.0,115.0,,
 Colonia Santa Elena de La Cruz,44230,3750000.0,6.0,3.0,1.0,2.0,40.0,245.0,365.0,
 Colonia Insurgentes La Presa,44820,1401000.0,3.0,2.0,1.0,0.0,120.0,120.0,,
 Colonia Artesanos,44200,800000.0,4.0,1.0,1.0,80.0,120.0,,,
 Colonia Colomos Providencia,44660,14500000.0,5.0,4.0,3.0,0.0,300.0,485.0,,
 Colonia Colinas de Huentitán,44398,988000.0,4.0,2.0,2.0,24.0,140.0,240.0,,
 Colonia Guadalupana Sur,44220,2265248.0,3.0,2.0,1.0,0.0,150.0,150.0,,
 Colonia Jardines de los Historiadores,44820,448000.0,3.0,1.0,2.0,1.0,0.0,120.0,80.0,
 Colonia Americana,44160,29000000.0,7.0,4.0,4.0,1.0,123.0,907.0,1.0,
 Colonia Barrio Mezquitan,44260,2887620.0,2.0,1.0,0.0,64.0,64.0,,,
 Colonia Atlas,44870,758700.0,2.0,1.0,1.0,0.0,40.0,70.0,,
 Colonia Palacio de Gobierno Del Estado de Jalisco,44009,8000000.0,5.0,1.0,80.0,460.0,,,,
 Colonia Capilla de Jesús,44200,3000000.0,3.0,1.0,70.0,125.0,,,,
 Colonia Artesanos,44200,711384.0,1.0,1.0,1.0,10.0,100.0,120.0,,
 Colonia Moderna,44190,4162500.0,3.0,2.0,2.0,2.0,20.0,225.0,380.0,
 Colonia Lomas del Paraíso 2a. Sección,44250,22000000.0,0.0,406.0,1126.0,,,,,
 Colonia San Antonio,44800,1999000.0,6.0,3.0,3.0,60.0,144.0,,,
 Guadalajara,44657,18000000.0,5.0,3.0,6.0,0.0,550.0,460.0,,
 Colonia Circunvalación Guevara,44680,18000000.0,0.0,750.0,460.0,,,,,
 Colonia Santa Elena Estadio,44230,2220000.0,3.0,2.0,1.0,1.0,0.0,114.0,110.0,
 Colonia Colón Industrial,44930,3495000.0,6.0,3.0,2.0,15.0,240.0,,,
 Colonia Santa Teresita,44600,4180000.0,4.0,3.0,1.0,2.0,20.0,112.0,200.0,
 Colonia Jardines del Bosque Norte,44520,8200000.0,5.0,3.0,2.0,29.0,500.0,490.0,,
 Colonia Libertad,44750,1530000.0,3.0,2.0,2.0,2.0,35.0,137.0,210.0,
 Colonia Colinas de San Javier,44660,65000000.0,4.0,6.0,4.0,17.0,1390.0,,,
 Colonia López Portillo,44960,1659163.0,2.0,2.0,1.0,1.0,0.0,100.0,100.0,
 Colonia El Rosario,44890,1459000.0,4.0,2.0,2.0,2.0,0.0,120.0,290.0,
 Colonia El Rosario,44890,1459000.0,4.0,2.0,2.0,2.0,0.0,120.0,290.0,
 Colonia Residencial La Cruz,44950,,3.0,2.0,1.0,1.0,9.0,120.0,120.0,
 Colonia 5 de Mayo,44970,900000.0,1.0,1.0,1.0,17.0,66.0,,,
 Colonia El Periodista,44430,3000000.0,3.0,3.0,30.0,200.0,,,,
 Colonia Bethel,44720,2600000.0,5.0,2.0,2.0,3.0,18.0,200.0,,
 Colonia Oblatos,44700,2300000.0,3.0,2.0,2.0,2.0,30.0,160.0,,
